Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
233,Buddy Hield,33,GSW,SG,39,3,16.9,2.9,6.6,.441,1.6,4.4,.357,1.3,2.2,.612,.561,0.7,0.7,.929,0.6,1.8,2.4,1.4,0.8,0.2,0.9,1.2,8.0,,hieldbu01
234,Quinten Post,25,GSW,PF,46,31,17.8,3.0,6.8,.441,1.5,4.4,.348,1.5,2.4,.615,.554,0.4,0.5,.792,1.0,3.0,4.0,1.4,0.5,0.5,0.8,2.0,8.0,,postqu01
235,Jose Alvarado,27,NOP,PG,35,0,22.2,2.9,6.8,.424,1.6,4.4,.361,1.3,2.4,.542,.542,0.5,0.7,.826,0.4,2.4,2.8,3.3,1.0,0.1,1.3,2.1,7.9,,alvarjo01
236,Kris Dunn,31,LAC,PG,44,38,27.5,3.0,6.1,.487,1.1,2.9,.372,1.9,3.2,.593,.576,0.9,1.1,.792,0.8,2.1,2.9,3.2,1.5,0.2,1.3,2.4,7.9,,dunnkr01
237,Caris LeVert,31,DET,SG,31,0,19.7,2.8,6.6,.431,1.1,3.2,.340,1.7,3.4,.519,.515,1.2,1.7,.679,0.3,1.5,1.8,2.8,0.9,0.6,1.4,1.5,7.9,,leverca01
238,Daniss Jenkins,24,DET,PG,35,7,16.3,2.8,6.5,.429,1.0,2.6,.396,1.7,3.9,.452,.509,1.2,1.5,.792,0.5,1.2,1.7,3.3,1.0,0.2,1.5,1.3,7.8,,jenkida01
239,Luke Kennard,29,ATL,SG,41,0,20.4,2.8,5.2,.528,1.6,3.3,.481,1.2,1.9,.608,.680,0.7,0.7,.933,0.4,1.7,2.1,2.2,0.8,0.0,0.8,1.2,7.8,,kennalu01
240,Tre Mann,24,CHO,PG,28,1,16.9,3.0,8.0,.372,1.3,4.1,.322,1.6,3.9,.426,.455,0.5,0.6,.882,0.7,1.8,2.4,2.3,0.5,0.1,1.4,1.8,7.8,,manntr01
241,Collin Murray-Boyles,20,TOR,PF,37,13,21.5,3.2,6.0,.536,0.4,1.2,.349,2.8,4.8,.581,.570,0.9,1.4,.642,2.5,2.6,5.1,2.0,0.9,0.7,1.1,2.6,7.8,,murraco01
242,Day'Ron Sharpe,24,BRK,C,41,3,18.1,3.0,5.0,.603,0.1,0.7,.200,2.9,4.2,.672,.618,1.7,2.5,.676,2.4,3.8,6.2,2.3,1.0,0.4,1.6,2.2,7.8,,sharpda01
243,Tyrese Martin,26,BRK,SG,34,6,19.3,2.9,7.0,.408,1.5,4.1,.355,1.4,2.9,.485,.513,0.6,0.8,.731,0.9,1.9,2.9,2.0,0.6,0.1,0.9,0.9,7.7,,martity01
244,Precious Achiuwa,26,SAC,C,39,25,20.9,3.1,6.1,.515,0.4,1.2,.333,2.7,4.9,.557,.546,0.9,1.8,.529,1.9,3.7,5.6,1.2,0.8,0.6,0.6,1.7,7.6,,achiupr01
245,Jamaree Bouyea,26,PHO,PG,19,0,14.7,3.1,5.5,.562,0.8,2.1,.410,2.3,3.5,.652,.638,0.6,0.8,.688,0.5,1.5,2.1,1.7,0.6,0.4,0.4,0.7,7.6,,bouyeja01
246,Daniel Gafford,27,DAL,C,30,20,20.6,2.9,4.7,.624,0.0,0.0,,2.9,4.7,.624,.624,1.8,2.3,.768,1.9,4.4,6.3,0.8,0.8,1.3,1.3,2.6,7.6,,gaffoda01
247,Luka Garza,27,BOS,C,37,1,16.5,2.8,4.7,.586,0.7,1.5,.455,2.1,3.2,.647,.658,1.4,1.7,.813,2.4,1.9,4.2,1.0,0.4,0.5,0.5,2.6,7.6,,garzalu01
248,Terance Mann,29,BRK,SG,38,35,25.4,2.8,6.2,.447,0.8,2.5,.337,1.9,3.7,.521,.515,1.2,1.5,.821,1.3,2.1,3.3,3.7,0.8,0.3,1.1,2.6,7.6,,mannte01
249,Bryce McGowens,23,NOP,SG,29,11,19.4,2.5,5.3,.477,0.8,1.9,.436,1.7,3.4,.500,.556,1.8,2.3,.761,0.3,1.7,2.0,1.3,0.6,0.1,0.5,1.9,7.6,,mcgowbr01
250,Danny Wolf,21,BRK,PF,29,4,19.1,2.7,6.8,.399,1.1,3.1,.367,1.6,3.7,.426,.482,1.0,1.2,.824,1.0,3.2,4.2,1.8,0.6,0.4,1.0,1.7,7.6,,wolfda01
251,Vince Williams Jr.,25,MEM,PG,29,11,21.6,2.6,7.5,.346,1.3,4.5,.298,1.2,3.0,.419,.435,1.0,1.2,.829,0.8,3.2,4.0,4.6,0.7,0.4,1.9,2.0,7.5,,willivi01
252,Cason Wallace,22,OKC,SG,44,35,26.6,2.8,6.7,.412,1.4,3.8,.365,1.4,2.9,.472,.515,0.5,0.7,.733,0.8,2.3,3.1,2.1,2.1,0.2,0.9,2.0,7.4,,wallaca01
253,Justin Champagnie,24,WAS,SF,42,10,18.8,2.9,5.6,.513,0.6,2.0,.313,2.2,3.6,.623,.568,0.9,1.3,.736,2.1,3.6,5.7,1.1,0.8,0.6,0.6,1.6,7.3,,champju01
254,Quenton Jackson,27,IND,PG,22,9,15.8,2.4,5.4,.437,0.8,2.1,.370,1.6,3.3,.479,.508,1.8,2.3,.784,0.5,1.4,2.0,1.9,0.6,0.2,1.2,1.7,7.3,,jacksqu01
255,Kyle Anderson,32,UTA,SF,17,0,19.7,2.9,5.6,.521,0.1,0.2,.500,2.8,5.4,.522,.531,1.2,1.9,.606,0.9,2.4,3.4,2.7,1.2,0.5,0.9,2.2,7.2,,anderky01
256,Bruce Brown,29,DEN,SG,46,2,24.4,2.8,6.2,.453,0.5,1.4,.323,2.4,4.8,.491,.490,1.0,1.3,.774,1.2,2.9,4.1,2.2,1.0,0.2,1.0,2.4,7.2,,brownbr01
257,Javonte Green,32,DET,SG,43,4,19.3,2.5,5.5,.447,1.1,3.0,.366,1.3,2.5,.547,.549,1.1,1.5,.754,0.7,2.0,2.7,0.8,1.4,0.4,0.7,1.5,7.2,,greenja02
258,GG Jackson II,21,MEM,PF,23,3,15.7,2.7,5.7,.466,0.8,2.7,.302,1.8,3.0,.618,.538,1.0,1.4,.750,0.4,2.4,2.8,0.7,0.7,0.5,1.0,1.6,7.2,,jacksgg01
259,Ryan Nembhard,22,DAL,PG,33,17,19.8,3.0,6.7,.450,0.9,2.4,.397,2.1,4.3,.479,.520,0.3,0.4,.769,0.2,1.7,1.9,5.1,0.2,0.0,1.5,1.4,7.2,,nembhry01
260,Jamal Shead,23,TOR,PG,47,7,22.3,2.4,6.6,.366,1.2,3.6,.333,1.2,3.0,.404,.456,1.2,1.5,.789,0.4,1.5,1.9,5.6,1.0,0.1,1.3,2.1,7.2,,sheadja01
261,Walter Clayton,22,UTA,PG,41,0,18.4,2.3,5.8,.407,1.0,3.2,.308,1.3,2.5,.534,.494,1.4,1.5,.950,0.3,1.7,2.0,3.3,0.6,0.2,1.2,1.8,7.1,,claytwa01
262,Andre Drummond,32,PHI,C,35,16,20.0,2.7,5.5,.497,0.5,1.3,.362,2.3,4.2,.541,.541,1.1,1.7,.655,3.4,5.5,9.0,0.8,0.5,0.9,0.9,2.0,7.1,,drumman01
263,Kevin Love,37,UTA,PF,25,4,17.3,2.3,5.7,.399,1.4,4.0,.360,0.8,1.7,.488,.524,1.1,1.3,.818,1.7,3.9,5.6,1.8,0.3,0.3,0.8,1.8,7.1,,loveke01
264,Seth Curry,35,GSW,SG,2,0,16.0,3.0,4.5,.667,1.0,2.0,.500,2.0,2.5,.800,.778,0.0,0.0,,0.5,1.5,2.0,1.5,1.0,0.0,0.0,1.5,7.0,,curryse01
265,Micah Potter,27,IND,C,15,2,17.5,2.0,4.5,.441,1.1,3.1,.362,0.9,1.4,.619,.566,1.9,2.0,.933,0.9,3.1,3.9,1.4,0.3,0.3,0.7,1.5,7.0,,pottemi01
266,TyTy Washington Jr.,24,LAC,PG,2,0,11.0,3.0,4.5,.667,1.0,2.0,.500,2.0,2.5,.800,.778,0.0,0.0,,0.0,0.5,0.5,1.5,1.0,0.5,0.0,0.0,7.0,,washity02
267,Cole Anthony,25,MIL,PG,31,0,15.1,2.9,6.5,.448,0.6,2.0,.323,2.3,4.5,.504,.498,0.4,0.7,.591,0.4,2.1,2.5,3.6,0.6,0.3,1.9,2.1,6.9,,anthoco01
268,Jaden Hardy,23,DAL,SG,31,4,12.3,2.3,5.8,.398,1.4,3.7,.371,0.9,2.1,.446,.517,0.9,1.1,.800,0.4,1.0,1.4,0.8,0.2,0.1,0.8,1.3,6.9,,hardyja02
269,Will Richard,23,GSW,SG,41,15,19.1,2.5,5.1,.486,1.1,3.1,.365,1.3,2.0,.671,.596,0.9,1.0,.814,1.0,1.5,2.5,1.3,1.1,0.1,0.8,1.9,6.9,,richawi02
270,Tristan Vukcevic,22,WAS,C,30,2,11.4,2.3,5.1,.455,0.4,2.0,.200,1.9,3.1,.617,.494,1.8,2.4,.764,0.6,1.8,2.4,1.0,0.3,0.7,1.0,1.2,6.9,,vukcetr01
271,Al Horford,39,GSW,C,26,1,19.6,2.4,6.2,.391,1.5,4.4,.351,0.9,1.8,.489,.516,0.4,0.4,1.000,0.9,4.0,5.0,2.0,0.8,1.0,1.0,1.2,6.8,,horfoal01
272,Kobe Sanders,23,LAC,SG,36,8,20.7,2.4,5.5,.442,1.0,2.6,.389,1.4,2.8,.490,.536,0.9,1.0,.865,0.4,1.9,2.4,1.5,0.6,0.1,1.3,2.1,6.8,,sandeko01
273,Gradey Dick,22,TOR,SG,47,1,16.5,2.3,5.5,.425,0.9,3.0,.309,1.4,2.6,.558,.508,1.1,1.3,.847,0.6,1.6,2.2,0.7,0.7,0.1,0.5,1.5,6.7,,dickgr01
274,Isaiah Jackson,24,IND,C,33,14,17.2,2.7,4.6,.583,0.0,0.0,.000,2.7,4.5,.587,.583,1.4,2.0,.708,2.4,3.2,5.6,0.8,0.6,0.7,1.2,2.8,6.7,,jacksis01
275,Patrick Williams,24,CHI,PF,41,1,18.3,2.3,5.9,.387,1.3,3.2,.408,1.0,2.8,.363,.496,0.7,1.0,.683,0.6,2.3,2.9,1.1,0.7,0.2,0.9,1.2,6.6,,willipa01
276,Tidjane Salaün,20,CHO,PF,29,0,16.4,2.4,4.6,.515,1.0,2.3,.441,1.3,2.3,.591,.627,0.7,1.0,.700,0.8,3.6,4.3,0.9,0.4,0.2,0.7,1.6,6.5,,salauti01
277,Ryan Dunn,23,PHO,SF,38,11,20.8,2.6,5.7,.452,0.8,2.6,.313,1.8,3.1,.568,.523,0.5,0.7,.692,1.6,2.9,4.5,1.7,0.9,0.5,1.0,2.4,6.4,,dunnry01
278,Bones Hyland,25,MIN,PG,36,3,13.6,2.3,5.2,.447,1.1,3.2,.353,1.2,2.0,.597,.556,0.6,0.9,.719,0.2,1.1,1.3,2.5,0.5,0.3,0.8,1.6,6.4,,hylanbo01
279,Brook Lopez,37,LAC,C,37,7,16.9,2.2,6.0,.362,1.4,4.4,.327,0.7,1.6,.458,.482,0.6,0.7,.846,0.4,2.2,2.6,0.9,0.5,1.0,0.8,1.6,6.4,,lopezbr01
280,Drake Powell,20,BRK,SG,32,6,19.2,2.3,5.1,.451,0.8,2.5,.313,1.5,2.6,.585,.528,1.0,1.2,.892,0.2,1.4,1.6,1.7,0.6,0.2,0.9,1.5,6.4,,poweldr01
281,Ben Sheppard,24,IND,SG,35,12,22.5,2.2,5.9,.377,1.2,3.7,.323,1.0,2.2,.468,.478,0.7,1.0,.765,0.6,2.6,3.3,1.8,0.6,0.1,0.5,1.9,6.4,,sheppbe01
282,Jaxson Hayes,25,LAL,C,36,4,17.5,2.6,3.3,.775,0.0,0.0,1.000,2.6,3.3,.773,.779,1.1,1.8,.625,1.4,2.5,3.9,0.8,0.3,0.6,0.6,2.1,6.3,,hayesja02
283,Mac McClung,27,IND,SG,3,0,11.3,2.3,6.0,.389,0.7,3.3,.200,1.7,2.7,.625,.444,1.0,1.3,.750,0.0,1.3,1.3,0.3,1.7,0.3,0.7,2.0,6.3,,mccluma01
284,Josh Minott,23,BOS,PF,29,10,17.6,2.3,4.5,.504,1.1,2.5,.438,1.2,2.0,.586,.626,0.7,0.9,.769,1.3,2.6,4.0,1.1,0.8,0.4,0.6,1.7,6.3,,minotjo01
285,Jalen Pickett,26,DEN,SG,31,13,18.9,2.4,5.5,.435,1.2,2.9,.411,1.2,2.6,.463,.544,0.3,0.4,.909,0.5,2.4,2.9,2.9,0.4,0.1,0.8,1.0,6.3,,pickeja02
286,Sidy Cissoko,21,POR,SF,41,20,21.6,2.0,5.2,.391,1.1,3.3,.326,1.0,2.0,.500,.493,1.0,1.5,.700,0.9,1.4,2.3,1.4,0.7,0.3,1.1,2.7,6.2,,cissosi01
287,Sion James,23,CHO,SG,46,18,25.0,1.9,4.9,.384,1.0,2.9,.356,0.8,2.0,.424,.489,1.4,1.6,.865,0.6,2.9,3.5,2.0,0.6,0.4,0.8,1.8,6.2,,jamessi01
288,Nae'Qwan Tomlin,25,CLE,PF,36,2,16.3,2.5,5.2,.478,0.4,1.9,.232,2.0,3.3,.624,.522,0.8,1.1,.707,1.4,1.8,3.1,0.9,0.7,0.7,0.3,2.1,6.2,,tomlina01
289,Alex Caruso,31,OKC,SG,32,0,18.2,2.2,5.3,.417,1.0,3.2,.301,1.2,2.0,.600,.509,0.7,0.9,.821,0.6,2.3,2.8,2.1,1.4,0.4,0.8,1.3,6.1,,carusal01
290,Spencer Jones,24,DEN,SF,41,29,23.5,2.2,4.4,.514,1.0,2.5,.394,1.2,1.8,.680,.628,0.6,1.0,.634,1.1,2.0,3.1,0.9,0.9,0.4,0.6,2.8,6.1,,jonessp01
291,Jared McCain,21,PHI,SG,31,1,16.7,2.2,6.3,.354,1.0,3.0,.323,1.3,3.3,.382,.431,0.7,0.8,.880,0.1,2.0,2.1,1.5,0.7,0.0,0.7,1.2,6.1,,mccaija01
292,Kris Murray,25,POR,SF,34,11,25.7,2.3,5.1,.446,0.6,2.3,.256,1.7,2.9,.598,.503,0.9,1.2,.738,1.8,2.2,4.0,1.2,1.2,0.4,0.9,2.0,6.1,,murrakr01
293,Taurean Prince,31,MIL,SF,8,0,21.1,2.1,4.8,.447,1.5,3.5,.429,0.6,1.3,.500,.605,0.4,0.4,1.000,0.0,1.6,1.6,1.0,0.8,0.3,0.6,2.5,6.1,,princta02
294,Nick Smith Jr.,21,LAL,SG,23,1,13.0,2.3,5.4,.427,1.2,3.0,.397,1.1,2.4,.464,.536,0.3,0.5,.636,0.1,0.7,0.8,1.2,0.3,0.1,0.8,1.0,6.1,,smithni01
295,Ja'Kobe Walter,21,TOR,SG,37,9,17.7,2.1,4.9,.431,1.2,3.2,.367,0.9,1.6,.557,.552,0.7,1.0,.750,0.7,1.4,2.1,0.9,0.9,0.2,0.5,1.9,6.1,,walteja01
296,Trendon Watford,25,PHI,PF,23,4,15.7,2.3,4.5,.524,0.3,0.9,.400,2.0,3.6,.554,.563,1.0,1.4,.750,0.8,2.6,3.3,2.7,0.3,0.3,1.1,2.0,6.1,,watfotr01
297,Kenrich Williams,31,OKC,PF,26,0,14.8,2.5,4.7,.520,0.8,2.3,.367,1.6,2.4,.667,.610,0.3,0.7,.471,0.8,2.3,3.2,1.6,0.6,0.2,0.5,1.1,6.1,,willike04
298,Aaron Holiday,29,HOU,PG,30,1,14.0,1.9,4.8,.400,1.3,3.3,.380,0.7,1.5,.444,.531,0.8,1.0,.862,0.1,0.7,0.8,1.0,0.4,0.1,0.7,1.4,6.0,,holidaa01
299,KJ Simpson,23,CHO,PG,14,2,15.9,2.2,6.4,.348,0.9,2.8,.308,1.4,3.6,.380,.416,0.7,1.1,.625,0.4,1.7,2.1,2.5,1.1,0.0,1.7,1.0,6.0,,simpskj01
300,Dru Smith,28,MIA,SG,45,1,16.9,2.0,5.1,.399,0.6,2.1,.309,1.4,3.0,.463,.463,1.3,1.6,.822,0.8,1.7,2.5,2.6,1.5,0.4,0.9,1.6,6.0,,smithdr01
301,Blake Wesley,22,POR,SG,6,0,16.3,2.3,5.7,.412,0.3,1.7,.200,2.0,4.0,.500,.441,1.0,1.7,.600,0.3,2.0,2.3,3.2,1.7,0.2,1.2,2.3,6.0,,weslebl01
302,Robert Williams,28,POR,C,31,1,16.0,2.6,3.6,.726,0.1,0.4,.250,2.5,3.3,.782,.739,0.6,0.8,.750,2.0,4.3,6.3,1.0,0.6,1.3,0.6,1.2,6.0,,williro04
303,Goga Bitadze,26,ORL,C,40,1,16.4,2.5,3.6,.676,0.1,0.3,.200,2.4,3.4,.711,.683,1.0,1.3,.731,2.2,3.1,5.2,1.2,0.8,1.2,0.6,2.2,5.9,,bitadgo01
304,Jordan Walsh,21,BOS,PF,40,20,19.0,2.3,4.0,.559,0.8,1.8,.429,1.5,2.3,.659,.652,0.6,0.8,.806,1.3,3.1,4.4,0.9,0.9,0.5,0.5,2.3,5.9,,walshjo01
305,Steven Adams,32,HOU,C,32,11,22.8,2.2,4.3,.504,0.0,0.0,,2.2,4.3,.504,.504,1.5,2.5,.580,4.5,4.1,8.6,1.5,0.7,0.6,1.1,1.7,5.8,,adamsst01
306,Paul Reed,26,DET,C,31,6,12.2,2.5,4.2,.592,0.2,0.6,.350,2.3,3.5,.636,.619,0.6,1.0,.563,1.9,2.4,4.3,1.2,0.9,0.6,1.0,1.6,5.8,,reedpa01
307,Jase Richardson,20,ORL,SG,31,0,12.5,2.2,4.5,.493,0.7,1.8,.393,1.5,2.6,.561,.572,0.7,1.0,.719,0.5,1.0,1.5,1.3,0.3,0.1,0.6,1.1,5.8,,richaja02
308,Marcus Sasser,25,DET,PG,12,0,10.1,1.9,4.3,.442,1.2,2.8,.412,0.8,1.5,.500,.577,0.8,0.9,.909,0.1,1.0,1.1,1.9,0.6,0.2,0.7,1.0,5.8,,sassema01
309,Nolan Traoré,19,BRK,PG,23,0,18.6,2.0,5.8,.343,0.9,2.8,.323,1.1,3.0,.362,.422,0.9,1.1,.808,0.1,1.1,1.2,2.7,0.5,0.3,1.3,1.7,5.8,,traorno01
310,Dean Wade,29,CLE,PF,38,17,22.8,1.9,4.8,.407,1.2,3.6,.333,0.8,1.2,.617,.530,0.6,0.8,.750,0.8,3.3,4.1,1.6,0.8,0.4,0.3,1.6,5.7,,wadede01
311,Yves Missi,21,NOP,C,39,7,18.8,2.4,4.4,.543,0.0,0.0,.000,2.4,4.4,.547,.543,0.7,1.3,.592,3.0,2.6,5.5,1.2,0.3,1.3,0.8,1.7,5.6,,missiyv01
312,Josh Okogie,27,HOU,SG,43,27,19.9,2.0,4.4,.444,0.9,2.3,.396,1.0,2.0,.500,.550,0.7,1.1,.646,1.1,1.6,2.7,0.9,1.0,0.2,0.7,1.6,5.6,,okogijo01
313,Jaylin Williams,23,OKC,PF,31,4,18.0,1.7,4.8,.365,1.1,3.7,.304,0.6,1.1,.576,.483,1.0,1.3,.732,0.5,4.1,4.6,2.5,0.6,0.5,1.0,2.0,5.6,,willija07
314,Eric Gordon,37,PHI,SG,6,0,12.3,2.0,3.5,.571,1.3,2.3,.571,0.7,1.2,.571,.762,0.2,0.3,.500,0.2,0.2,0.3,0.5,0.7,0.2,0.5,0.5,5.5,,gordoer01
315,Oso Ighodaro,23,PHO,PF,45,7,20.1,2.4,3.9,.616,0.0,0.0,.000,2.4,3.9,.619,.616,0.6,1.3,.500,1.4,3.0,4.4,1.8,1.0,0.6,1.2,2.6,5.5,,ighodos01
316,Cody Williams,21,UTA,SG,33,10,17.8,2.4,5.1,.462,0.4,1.8,.224,2.0,3.4,.586,.500,0.4,0.7,.565,0.8,1.4,2.2,0.8,0.4,0.4,0.5,1.7,5.5,,willico04
317,Jevon Carter,30,CHI,PG,21,0,11.1,1.8,4.4,.398,1.4,3.3,.414,0.4,1.1,.348,.554,0.5,0.5,1.000,0.2,0.8,1.0,0.9,0.6,0.0,0.5,0.8,5.4,,carteje01
318,Johnny Furphy,21,IND,SG,28,14,17.9,2.1,4.2,.492,0.8,2.0,.368,1.3,2.2,.607,.581,0.5,1.0,.464,1.0,3.3,4.2,0.9,0.6,0.2,0.8,1.8,5.4,,furphjo01
319,Will Riley,19,WAS,SF,36,1,14.3,1.9,4.7,.412,0.5,1.8,.258,1.5,2.9,.510,.462,1.0,1.3,.800,0.7,1.3,2.0,1.1,0.4,0.1,0.8,0.8,5.4,,rileywi01
320,Ben Saraf,19,BRK,SG,12,5,16.9,1.8,5.2,.355,0.8,2.8,.273,1.1,2.4,.448,.427,1.0,1.3,.800,0.4,1.2,1.6,2.8,0.7,0.3,1.9,1.3,5.4,,sarafbe01
321,Pat Spencer,29,GSW,PG,30,3,13.7,2.1,5.1,.408,0.6,1.6,.362,1.5,3.5,.429,.464,0.7,0.8,.875,0.6,1.3,2.0,3.0,0.6,0.0,0.9,1.1,5.4,,spencpa01
322,Nique Clifford,23,SAC,SG,42,3,18.5,2.0,5.0,.401,0.7,2.3,.292,1.4,2.8,.491,.467,0.5,0.8,.676,0.7,2.2,2.9,1.3,0.5,0.3,1.1,1.9,5.3,,cliffni01
323,Keon Ellis,26,SAC,SG,39,5,17.3,1.8,4.7,.384,1.2,3.2,.357,0.7,1.5,.441,.505,0.5,0.8,.633,0.4,1.0,1.3,0.6,1.1,0.5,0.5,1.6,5.3,,elliske01
324,Drew Eubanks,28,SAC,C,30,11,14.0,2.2,3.7,.600,0.0,0.1,.250,2.2,3.5,.613,.605,0.8,1.4,.558,0.8,1.9,2.7,0.3,0.4,0.6,0.8,1.4,5.2,,eubandr01
325,Garrison Mathews,29,IND,SG,15,1,13.1,1.4,3.5,.404,1.1,3.1,.370,0.3,0.4,.667,.567,1.3,1.5,.826,0.1,1.0,1.1,0.7,0.4,0.2,0.2,1.3,5.2,,mathega01
326,Asa Newell,20,ATL,PF,33,0,10.6,2.0,3.6,.558,0.8,1.7,.439,1.3,1.9,.667,.663,0.3,0.6,.550,0.8,1.1,1.9,0.5,0.4,0.3,0.5,1.6,5.2,,newelas01
327,Noah Penda,21,ORL,SF,29,2,14.1,1.9,4.1,.450,0.7,1.7,.429,1.1,2.4,.465,.538,0.7,1.2,.600,1.6,2.4,4.0,1.2,0.6,0.4,0.8,1.4,5.2,,pendano01
328,Tolu Smith,25,DET,PF,5,0,11.0,1.4,3.0,.467,0.0,0.0,,1.4,3.0,.467,.467,2.4,3.0,.800,2.0,3.6,5.6,0.8,0.4,1.0,0.8,1.4,5.2,,smithto05
329,Jalen Wilson,25,BRK,PF,29,0,13.7,1.6,4.2,.377,0.9,2.7,.351,0.7,1.6,.422,.488,1.0,1.3,.757,0.1,1.1,1.2,0.6,0.3,0.1,0.5,1.2,5.1,,wilsoja03
330,Lonzo Ball,28,CLE,PG,31,3,21.3,1.6,5.3,.309,1.2,4.4,.277,0.4,0.9,.464,.424,0.5,0.6,.700,0.8,3.2,4.0,4.1,1.3,0.3,1.5,1.4,5.0,,balllo01
331,Branden Carlson,26,OKC,C,32,2,11.0,2.1,3.9,.524,0.6,1.8,.351,1.4,2.2,.667,.603,0.3,0.5,.529,0.6,2.0,2.5,0.6,0.2,0.5,0.4,0.9,5.0,,carlsbr01
332,Taylor Hendricks,22,UTA,PF,31,6,15.0,1.8,3.8,.470,0.7,2.0,.365,1.0,1.7,.593,.568,0.7,1.0,.767,0.9,2.2,3.1,0.7,0.4,0.3,0.5,1.3,5.0,,hendrta01
333,Karlo Matković,24,NOP,PF,34,2,12.8,2.1,3.4,.624,0.5,1.1,.421,1.7,2.3,.722,.692,0.2,0.4,.533,0.8,2.4,3.2,0.7,0.3,0.7,0.5,1.6,5.0,,matkoka01
334,Gary Payton II,33,GSW,SG,43,1,12.8,2.2,4.1,.542,0.3,1.1,.292,1.9,3.0,.636,.582,0.2,0.3,.571,1.1,2.1,3.2,1.6,0.5,0.3,0.9,1.5,5.0,,paytoga02
335,Tyrese Proctor,21,CLE,PG,33,1,10.5,1.7,4.4,.384,0.9,2.8,.337,0.8,1.6,.463,.490,0.6,0.8,.840,0.2,1.0,1.2,1.2,0.3,0.0,0.5,1.2,5.0,,proctty01
336,Matisse Thybulle,28,POR,SG,4,0,12.3,1.5,2.5,.600,1.0,1.5,.667,0.5,1.0,.500,.800,1.0,1.0,1.000,0.0,1.0,1.0,0.8,2.5,0.0,0.3,1.8,5.0,,thybuma01
337,Jarred Vanderbilt,26,LAL,PF,35,3,19.6,1.9,3.9,.486,0.5,1.6,.333,1.4,2.3,.593,.554,0.6,0.9,.667,1.6,3.5,5.1,1.3,0.9,0.4,1.1,1.9,5.0,,vandeja01
338,Tyler Kolek,24,NYK,PG,39,1,13.3,2.0,4.6,.430,0.6,1.9,.329,1.3,2.6,.505,.500,0.3,0.4,.688,0.3,1.6,1.9,2.7,0.4,0.1,1.0,1.4,4.9,,kolekty01
339,Micah Peavy,24,NOP,SG,39,1,16.1,2.1,5.1,.400,0.5,1.9,.257,1.6,3.2,.484,.448,0.3,0.4,.733,0.9,1.3,2.3,1.2,0.7,0.2,0.3,1.7,4.9,,peavymi01
340,Mitchell Robinson,27,NYK,C,32,13,19.5,2.1,3.1,.680,0.0,0.0,,2.1,3.1,.680,.680,0.6,1.7,.377,4.9,4.3,9.2,1.0,0.9,1.2,0.7,2.4,4.9,,robinmi01
341,Dylan Cardwell,24,SAC,C,19,1,19.2,2.1,3.7,.557,0.0,0.1,.000,2.1,3.6,.565,.557,0.7,1.4,.538,2.8,4.1,6.9,1.1,0.8,1.6,0.7,3.9,4.8,,cardwdy01
342,Justin Edwards,22,PHI,SF,33,5,14.4,1.7,4.4,.384,1.0,2.9,.333,0.7,1.5,.480,.493,0.5,0.5,.882,0.5,1.1,1.5,1.2,0.6,0.2,0.6,1.5,4.8,,edwarju01
343,Jett Howard,22,ORL,SF,28,0,11.0,1.6,4.4,.374,0.9,2.8,.333,0.7,1.6,.444,.480,0.6,0.6,.944,0.4,1.1,1.4,0.9,0.1,0.1,0.2,1.0,4.8,,howarje01
344,Dalton Knecht,24,LAL,SF,36,1,12.5,1.8,4.2,.437,0.8,2.5,.319,1.0,1.7,.617,.533,0.3,0.4,.688,0.3,1.3,1.6,0.4,0.2,0.3,0.4,1.0,4.8,,knechda01
345,Craig Porter Jr.,25,CLE,PG,42,2,17.7,2.0,4.2,.469,0.6,1.4,.400,1.4,2.7,.504,.537,0.4,0.6,.556,1.4,2.1,3.5,3.0,0.9,0.6,0.9,1.1,4.8,,portecr01
346,Olivier-Maxence Prosper,23,MEM,PF,20,0,11.3,1.6,3.2,.484,0.4,1.1,.318,1.2,2.1,.571,.539,1.3,1.4,.929,0.6,1.7,2.3,0.8,0.2,0.1,0.6,0.8,4.8,,prospol01
347,Mike Conley,38,MIN,PG,39,8,18.5,1.4,4.1,.338,1.0,3.1,.336,0.4,1.1,.341,.463,0.9,1.1,.881,0.3,1.4,1.7,2.9,0.6,0.2,0.6,1.5,4.7,,conlemi01
348,Zeke Nnaji,25,DEN,PF,33,2,13.7,1.7,3.4,.487,0.3,1.2,.275,1.3,2.2,.603,.535,1.0,1.2,.825,0.7,2.1,2.8,0.6,0.4,0.5,0.5,1.4,4.7,,nnajize01
349,Gabe Vincent,29,LAL,PG,24,7,19.6,1.5,4.5,.330,1.3,3.6,.360,0.2,1.0,.217,.472,0.4,0.5,.909,0.3,0.6,0.9,1.3,0.5,0.0,0.4,2.1,4.7,,vincega01
350,Grant Williams,27,CHO,PF,6,0,17.2,1.5,4.8,.310,0.8,3.8,.217,0.7,1.0,.667,.397,0.8,1.0,.833,0.8,2.3,3.2,1.2,0.8,0.3,0.5,0.8,4.7,,willigr01
