player,age,team,pos,g,gs,mp,fg,fga,fg_percent,three_points,three_pointsa,three_points_percent,two_points,two_pointsa,two_points_percent,efg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,points_per_game,points_per_minute
Garrison Mathews,29.0,IND,SG,15.0,1.0,13.1,1.4,3.5,0.404,1.1,3.1,0.37,0.3,0.4,0.667,0.567,1.3,1.5,0.826,0.1,1.0,1.1,0.7,0.4,0.2,0.2,1.3,5.2,0.3466666666666667,0.39694656488549623
Asa Newell,20.0,ATL,PF,33.0,0.0,10.6,2.0,3.6,0.558,0.8,1.7,0.439,1.3,1.9,0.667,0.663,0.3,0.6,0.55,0.8,1.1,1.9,0.5,0.4,0.3,0.5,1.6,5.2,0.1575757575757576,0.4905660377358491
Noah Penda,21.0,ORL,SF,29.0,2.0,14.1,1.9,4.1,0.45,0.7,1.7,0.429,1.1,2.4,0.465,0.538,0.7,1.2,0.6,1.6,2.4,4.0,1.2,0.6,0.4,0.8,1.4,5.2,0.1793103448275862,0.3687943262411348
Tolu Smith,25.0,DET,PF,5.0,0.0,11.0,1.4,3.0,0.467,0.0,0.0,0.0,1.4,3.0,0.467,0.467,2.4,3.0,0.8,2.0,3.6,5.6,0.8,0.4,1.0,0.8,1.4,5.2,1.04,0.4727272727272727
Jalen Wilson,25.0,BRK,PF,29.0,0.0,13.7,1.6,4.2,0.377,0.9,2.7,0.351,0.7,1.6,0.422,0.488,1.0,1.3,0.757,0.1,1.1,1.2,0.6,0.3,0.1,0.5,1.2,5.1,0.17586206896551723,0.3722627737226277
Lonzo Ball,28.0,CLE,PG,31.0,3.0,21.3,1.6,5.3,0.309,1.2,4.4,0.277,0.4,0.9,0.464,0.424,0.5,0.6,0.7,0.8,3.2,4.0,4.1,1.3,0.3,1.5,1.4,5.0,0.16129032258064516,0.2347417840375587
Branden Carlson,26.0,OKC,C,32.0,2.0,11.0,2.1,3.9,0.524,0.6,1.8,0.351,1.4,2.2,0.667,0.603,0.3,0.5,0.529,0.6,2.0,2.5,0.6,0.2,0.5,0.4,0.9,5.0,0.15625,0.45454545454545453
Taylor Hendricks,22.0,UTA,PF,31.0,6.0,15.0,1.8,3.8,0.47,0.7,2.0,0.365,1.0,1.7,0.593,0.568,0.7,1.0,0.767,0.9,2.2,3.1,0.7,0.4,0.3,0.5,1.3,5.0,0.16129032258064516,0.3333333333333333
Karlo Matković,24.0,NOP,PF,34.0,2.0,12.8,2.1,3.4,0.624,0.5,1.1,0.421,1.7,2.3,0.722,0.692,0.2,0.4,0.533,0.8,2.4,3.2,0.7,0.3,0.7,0.5,1.6,5.0,0.14705882352941177,0.390625
Gary Payton II,33.0,GSW,SG,43.0,1.0,12.8,2.2,4.1,0.542,0.3,1.1,0.292,1.9,3.0,0.636,0.582,0.2,0.3,0.571,1.1,2.1,3.2,1.6,0.5,0.3,0.9,1.5,5.0,0.11627906976744186,0.390625
Tyrese Proctor,21.0,CLE,PG,33.0,1.0,10.5,1.7,4.4,0.384,0.9,2.8,0.337,0.8,1.6,0.463,0.49,0.6,0.8,0.84,0.2,1.0,1.2,1.2,0.3,0.0,0.5,1.2,5.0,0.15151515151515152,0.47619047619047616
Matisse Thybulle,28.0,POR,SG,4.0,0.0,12.3,1.5,2.5,0.6,1.0,1.5,0.667,0.5,1.0,0.5,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.8,2.5,0.0,0.3,1.8,5.0,1.25,0.4065040650406504
Jarred Vanderbilt,26.0,LAL,PF,35.0,3.0,19.6,1.9,3.9,0.486,0.5,1.6,0.333,1.4,2.3,0.593,0.554,0.6,0.9,0.667,1.6,3.5,5.1,1.3,0.9,0.4,1.1,1.9,5.0,0.14285714285714285,0.25510204081632654
Tyler Kolek,24.0,NYK,PG,39.0,1.0,13.3,2.0,4.6,0.43,0.6,1.9,0.329,1.3,2.6,0.505,0.5,0.3,0.4,0.688,0.3,1.6,1.9,2.7,0.4,0.1,1.0,1.4,4.9,0.12564102564102564,0.3684210526315789
Micah Peavy,24.0,NOP,SG,39.0,1.0,16.1,2.1,5.1,0.4,0.5,1.9,0.257,1.6,3.2,0.484,0.448,0.3,0.4,0.733,0.9,1.3,2.3,1.2,0.7,0.2,0.3,1.7,4.9,0.12564102564102564,0.30434782608695654
Mitchell Robinson,27.0,NYK,C,32.0,13.0,19.5,2.1,3.1,0.68,0.0,0.0,0.0,2.1,3.1,0.68,0.68,0.6,1.7,0.377,4.9,4.3,9.2,1.0,0.9,1.2,0.7,2.4,4.9,0.153125,0.2512820512820513
Dylan Cardwell,24.0,SAC,C,19.0,1.0,19.2,2.1,3.7,0.557,0.0,0.1,0.0,2.1,3.6,0.565,0.557,0.7,1.4,0.538,2.8,4.1,6.9,1.1,0.8,1.6,0.7,3.9,4.8,0.25263157894736843,0.25
Justin Edwards,22.0,PHI,SF,33.0,5.0,14.4,1.7,4.4,0.384,1.0,2.9,0.333,0.7,1.5,0.48,0.493,0.5,0.5,0.882,0.5,1.1,1.5,1.2,0.6,0.2,0.6,1.5,4.8,0.14545454545454545,0.3333333333333333
Jett Howard,22.0,ORL,SF,28.0,0.0,11.0,1.6,4.4,0.374,0.9,2.8,0.333,0.7,1.6,0.444,0.48,0.6,0.6,0.944,0.4,1.1,1.4,0.9,0.1,0.1,0.2,1.0,4.8,0.17142857142857143,0.43636363636363634
Dalton Knecht,24.0,LAL,SF,36.0,1.0,12.5,1.8,4.2,0.437,0.8,2.5,0.319,1.0,1.7,0.617,0.533,0.3,0.4,0.688,0.3,1.3,1.6,0.4,0.2,0.3,0.4,1.0,4.8,0.13333333333333333,0.384
Craig Porter Jr.,25.0,CLE,PG,42.0,2.0,17.7,2.0,4.2,0.469,0.6,1.4,0.4,1.4,2.7,0.504,0.537,0.4,0.6,0.556,1.4,2.1,3.5,3.0,0.9,0.6,0.9,1.1,4.8,0.11428571428571428,0.2711864406779661
Olivier-Maxence Prosper,23.0,MEM,PF,20.0,0.0,11.3,1.6,3.2,0.484,0.4,1.1,0.318,1.2,2.1,0.571,0.539,1.3,1.4,0.929,0.6,1.7,2.3,0.8,0.2,0.1,0.6,0.8,4.8,0.24,0.42477876106194684
Mike Conley,38.0,MIN,PG,39.0,8.0,18.5,1.4,4.1,0.338,1.0,3.1,0.336,0.4,1.1,0.341,0.463,0.9,1.1,0.881,0.3,1.4,1.7,2.9,0.6,0.2,0.6,1.5,4.7,0.12051282051282051,0.25405405405405407
Zeke Nnaji,25.0,DEN,PF,33.0,2.0,13.7,1.7,3.4,0.487,0.3,1.2,0.275,1.3,2.2,0.603,0.535,1.0,1.2,0.825,0.7,2.1,2.8,0.6,0.4,0.5,0.5,1.4,4.7,0.14242424242424243,0.34306569343065696
Gabe Vincent,29.0,LAL,PG,24.0,7.0,19.6,1.5,4.5,0.33,1.3,3.6,0.36,0.2,1.0,0.217,0.472,0.4,0.5,0.909,0.3,0.6,0.9,1.3,0.5,0.0,0.4,2.1,4.7,0.19583333333333333,0.23979591836734693
Grant Williams,27.0,CHO,PF,6.0,0.0,17.2,1.5,4.8,0.31,0.8,3.8,0.217,0.7,1.0,0.667,0.397,0.8,1.0,0.833,0.8,2.3,3.2,1.2,0.8,0.3,0.5,0.8,4.7,0.7833333333333333,0.2732558139534884
PJ Hall,23.0,2TM,C,15.0,2.0,10.3,1.7,2.9,0.591,0.2,0.3,0.6,1.5,2.6,0.59,0.625,0.9,1.3,0.7,1.5,1.9,3.5,0.5,0.1,0.6,0.7,1.1,4.6,0.30666666666666664,0.44660194174757273
PJ Hall,23.0,MEM,C,7.0,0.0,3.9,0.7,1.3,0.556,0.1,0.4,0.333,0.6,0.9,0.667,0.611,0.3,0.4,0.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,0.2714285714285714,0.48717948717948717
PJ Hall,23.0,CHO,C,8.0,2.0,15.9,2.6,4.4,0.6,0.3,0.3,1.0,2.4,4.1,0.576,0.629,1.5,2.1,0.706,2.5,2.9,5.4,0.6,0.1,0.9,1.3,1.6,7.0,0.875,0.44025157232704404
Ochai Agbaji,25.0,TOR,SG,38.0,13.0,16.5,1.8,4.4,0.422,0.3,1.7,0.188,1.5,2.7,0.569,0.458,0.6,0.7,0.889,0.8,1.6,2.4,0.8,0.4,0.3,0.4,1.9,4.6,0.12105263157894736,0.27878787878787875
Nicolas Batum,37.0,LAC,PF,43.0,4.0,20.1,1.5,3.8,0.393,1.4,3.6,0.394,0.1,0.2,0.375,0.58,0.2,0.3,0.818,0.4,2.2,2.6,0.8,0.8,0.4,0.6,1.7,4.6,0.10697674418604651,0.22885572139303478
Thomas Bryant,28.0,CLE,C,32.0,0.0,9.1,1.6,3.2,0.515,0.5,1.5,0.347,1.1,1.6,0.673,0.599,0.8,1.0,0.806,0.8,1.8,2.5,0.4,0.2,0.4,0.4,1.2,4.6,0.14375,0.5054945054945055
Mouhamed Gueye,23.0,ATL,PF,45.0,4.0,16.0,1.8,4.2,0.439,0.5,1.8,0.272,1.3,2.4,0.566,0.497,0.5,0.9,0.59,1.1,2.4,3.5,1.0,0.8,0.6,0.6,1.7,4.6,0.10222222222222221,0.2875
Jeremiah Robinson-Earl,25.0,2TM,PF,22.0,3.0,16.4,1.7,4.5,0.37,0.5,1.9,0.244,1.2,2.7,0.458,0.42,0.8,0.8,0.944,1.6,3.0,4.7,0.7,0.4,0.0,0.5,1.2,4.6,0.20909090909090908,0.2804878048780488
Jeremiah Robinson-Earl,25.0,IND,PF,17.0,3.0,17.6,1.7,4.9,0.349,0.5,1.9,0.242,1.2,2.9,0.42,0.398,0.8,0.8,0.929,1.9,3.3,5.2,0.7,0.4,0.1,0.6,1.4,4.6,0.27058823529411763,0.2613636363636363
Jeremiah Robinson-Earl,25.0,DAL,PF,5.0,0.0,12.2,1.6,3.4,0.471,0.4,1.6,0.25,1.2,1.8,0.667,0.529,0.8,0.8,1.0,0.8,2.2,3.0,0.6,0.4,0.0,0.4,0.6,4.4,0.8800000000000001,0.3606557377049181
Josh Green,25.0,CHO,SG,22.0,0.0,15.9,1.6,3.5,0.449,1.1,2.7,0.424,0.5,0.9,0.526,0.609,0.2,0.3,0.667,1.0,1.1,2.1,1.0,0.6,0.1,0.5,1.1,4.5,0.20454545454545456,0.2830188679245283
DaRon Holmes,23.0,DEN,PF,12.0,6.0,14.1,1.4,3.4,0.415,1.2,2.8,0.412,0.3,0.6,0.429,0.585,0.5,0.7,0.75,0.4,1.6,2.0,1.3,0.0,0.3,0.4,1.3,4.5,0.375,0.3191489361702128
DeAndre Jordan,37.0,NOP,C,2.0,1.0,11.5,2.0,2.5,0.8,0.0,0.0,0.0,2.0,2.5,0.8,0.8,0.5,1.0,0.5,2.0,3.0,5.0,0.0,0.0,0.0,0.5,0.5,4.5,2.25,0.391304347826087
A.J. Lawson,25.0,TOR,SG,11.0,0.0,9.6,1.5,3.7,0.39,0.7,2.0,0.364,0.7,1.7,0.421,0.488,0.8,0.8,1.0,0.6,1.4,2.0,0.3,0.4,0.3,0.4,1.4,4.5,0.4090909090909091,0.46875
Terrence Shannon Jr.,25.0,MIN,SG,22.0,0.0,12.8,1.5,3.7,0.395,0.7,1.7,0.405,0.8,2.0,0.386,0.488,1.0,1.2,0.778,0.3,1.0,1.3,0.6,0.3,0.0,0.7,1.3,4.5,0.20454545454545456,0.3515625
Javon Small,23.0,MEM,PG,15.0,0.0,12.3,1.4,3.9,0.362,0.7,2.1,0.344,0.7,1.7,0.385,0.457,0.9,1.1,0.824,0.3,1.0,1.3,3.2,0.3,0.1,1.3,1.3,4.5,0.3,0.36585365853658536
Julian Strawther,23.0,DEN,SG,23.0,1.0,10.4,1.4,3.7,0.384,0.3,1.6,0.216,1.1,2.1,0.51,0.43,1.3,1.6,0.784,0.1,1.3,1.4,0.8,0.2,0.0,0.4,1.0,4.5,0.1956521739130435,0.43269230769230765
Ethan Thompson,26.0,IND,SG,19.0,5.0,16.1,1.5,4.3,0.358,0.8,2.9,0.286,0.7,1.3,0.52,0.457,0.5,0.8,0.667,0.6,1.3,1.8,1.4,0.5,0.3,0.6,1.9,4.4,0.23157894736842108,0.2732919254658385
RayJ Dennis,24.0,3TM,PG,15.0,0.0,11.8,1.5,4.9,0.301,0.8,2.6,0.308,0.7,2.3,0.294,0.384,0.5,0.6,0.889,0.5,1.0,1.5,2.0,0.3,0.3,1.0,1.1,4.3,0.2866666666666667,0.3644067796610169
RayJ Dennis,24.0,IND,PG,13.0,0.0,12.9,1.7,5.5,0.306,0.9,2.9,0.316,0.8,2.6,0.294,0.389,0.6,0.7,0.889,0.6,1.0,1.6,2.0,0.2,0.3,1.1,1.2,4.9,0.37692307692307697,0.3798449612403101
RayJ Dennis,24.0,LAC,PG,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RayJ Dennis,24.0,ATL,PG,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Jordan Hawkins,23.0,NOP,SG,35.0,0.0,14.1,1.5,4.8,0.32,0.8,2.7,0.301,0.7,2.2,0.342,0.402,0.4,0.5,0.778,0.4,1.4,1.8,0.7,0.2,0.2,0.6,0.6,4.3,0.12285714285714285,0.3049645390070922
Trayce Jackson-Davis,25.0,GSW,C,32.0,1.0,11.9,1.8,2.9,0.596,0.0,0.0,1.0,1.7,2.9,0.591,0.601,0.8,1.4,0.565,1.4,1.9,3.3,0.9,0.3,0.6,0.4,1.1,4.3,0.134375,0.36134453781512604
Kasparas Jakučionis,19.0,MIA,PG,20.0,4.0,14.6,1.3,3.7,0.342,1.0,2.3,0.444,0.3,1.4,0.179,0.479,0.8,0.9,0.889,0.7,1.5,2.2,1.8,0.5,0.0,0.8,1.6,4.3,0.215,0.2945205479452055
Dereck Lively II,21.0,DAL,C,7.0,4.0,16.4,1.6,2.6,0.611,0.0,0.0,0.0,1.6,2.6,0.611,0.611,1.1,1.4,0.8,2.0,3.3,5.3,1.9,0.6,1.6,1.4,3.0,4.3,0.6142857142857142,0.2621951219512195
Liam McNeeley,20.0,CHO,SF,27.0,0.0,12.4,1.3,3.2,0.395,0.8,2.1,0.379,0.4,1.0,0.429,0.523,0.9,1.1,0.806,0.4,1.8,2.2,0.9,0.2,0.1,0.4,1.3,4.3,0.15925925925925924,0.34677419354838707
Jeremy Sochan,22.0,SAS,PF,27.0,0.0,13.1,1.7,3.6,0.48,0.3,1.3,0.257,1.4,2.3,0.603,0.526,0.4,0.6,0.688,1.0,1.7,2.7,1.0,0.4,0.1,0.7,1.9,4.2,0.15555555555555556,0.3206106870229008
Keaton Wallace,26.0,ATL,PG,36.0,2.0,12.2,1.6,3.7,0.421,0.9,2.3,0.402,0.6,1.4,0.451,0.545,0.2,0.3,0.545,0.1,1.2,1.3,2.2,0.6,0.1,0.6,1.0,4.2,0.11666666666666667,0.34426229508196726
Malaki Branham,22.0,WAS,SG,25.0,0.0,9.5,1.4,3.0,0.453,0.4,1.1,0.321,1.0,1.9,0.532,0.513,1.0,1.2,0.833,0.4,1.2,1.6,0.9,0.4,0.1,0.5,0.7,4.1,0.16399999999999998,0.431578947368421
Jaylen Clark,24.0,MIN,SG,42.0,0.0,14.0,1.5,3.4,0.433,0.4,1.4,0.288,1.0,2.0,0.537,0.493,0.8,1.2,0.647,0.9,1.0,2.0,0.6,0.8,0.2,0.3,1.5,4.1,0.0976190476190476,0.2928571428571428
Hugo González,19.0,BOS,SF,40.0,2.0,14.9,1.7,3.2,0.516,0.6,1.4,0.393,1.1,1.8,0.611,0.602,0.2,0.4,0.529,0.9,2.5,3.4,0.6,0.6,0.3,0.6,1.9,4.1,0.1025,0.2751677852348993
Adem Bona,22.0,PHI,C,35.0,3.0,16.7,1.4,2.4,0.59,0.1,0.1,0.4,1.3,2.2,0.603,0.602,1.2,1.7,0.672,1.8,2.1,3.9,0.3,0.3,1.4,0.8,2.1,4.0,0.11428571428571428,0.23952095808383234
Tony Bradley,28.0,IND,C,38.0,3.0,10.9,1.6,2.8,0.557,0.0,0.1,0.5,1.5,2.7,0.558,0.561,0.8,1.1,0.744,1.5,1.3,2.8,0.5,0.2,0.2,0.4,1.6,4.0,0.10526315789473684,0.36697247706422015
Brandon Clarke,29.0,MEM,PF,2.0,2.0,10.0,1.5,4.5,0.333,0.0,0.0,0.0,1.5,4.5,0.333,0.333,1.0,2.0,0.5,2.0,1.0,3.0,0.5,1.0,0.0,0.0,2.5,4.0,2.0,0.4
Ousmane Dieng,22.0,OKC,C,22.0,0.0,11.0,1.5,3.4,0.446,0.8,1.8,0.436,0.7,1.6,0.457,0.561,0.3,0.3,1.0,0.3,1.3,1.6,0.9,0.0,0.3,0.3,0.9,4.0,0.18181818181818182,0.36363636363636365
Moussa Cisse,23.0,DAL,C,26.0,1.0,11.6,1.5,2.3,0.639,0.0,0.0,0.0,1.5,2.3,0.639,0.639,0.9,1.9,0.46,1.9,2.7,4.5,0.2,0.3,1.2,0.8,1.8,3.9,0.15,0.33620689655172414
Jabari Walker,23.0,PHI,PF,40.0,6.0,12.7,1.4,3.3,0.417,0.4,1.4,0.246,1.0,1.9,0.547,0.47,0.8,1.1,0.727,1.3,2.1,3.3,0.5,0.3,0.3,0.4,1.8,3.9,0.0975,0.30708661417322836
Cam Christie,20.0,LAC,SG,29.0,0.0,10.1,1.2,2.9,0.4,0.3,1.2,0.278,0.8,1.7,0.49,0.459,1.0,1.3,0.744,0.3,1.4,1.8,0.6,0.3,0.1,0.4,0.5,3.7,0.12758620689655173,0.3663366336633664
Gui Santos,23.0,GSW,PF,35.0,3.0,11.5,1.3,2.8,0.465,0.7,1.8,0.359,0.7,1.0,0.657,0.581,0.5,0.7,0.667,0.7,1.6,2.3,1.0,0.4,0.2,0.7,1.3,3.7,0.10571428571428572,0.32173913043478264
Clint Capela,31.0,HOU,C,37.0,1.0,11.6,1.6,3.1,0.531,0.0,0.0,0.0,1.6,3.1,0.531,0.531,0.4,0.8,0.5,2.4,2.2,4.6,0.5,0.5,0.7,0.5,0.9,3.6,0.0972972972972973,0.3103448275862069
Rob Dillingham,21.0,MIN,PG,32.0,0.0,9.8,1.4,4.2,0.338,0.3,1.0,0.355,1.1,3.2,0.333,0.38,0.5,0.6,0.75,0.2,1.1,1.2,1.8,0.5,0.1,1.0,1.1,3.6,0.1125,0.36734693877551017
Yanic Konan Niederhäuser,22.0,LAC,C,24.0,0.0,8.8,1.4,2.1,0.647,0.0,0.1,0.0,1.4,2.0,0.673,0.647,0.8,1.3,0.645,0.8,1.3,2.2,0.3,0.1,0.5,0.5,1.2,3.6,0.15,0.40909090909090906
Charles Bassey,25.0,MEM,C,2.0,0.0,15.5,1.5,4.0,0.375,0.0,0.0,0.0,1.5,4.0,0.375,0.375,0.5,1.5,0.333,3.5,4.0,7.5,1.0,0.5,0.5,0.5,2.5,3.5,1.75,0.22580645161290322
Jamison Battle,24.0,TOR,SF,34.0,2.0,8.8,1.3,2.4,0.549,0.6,1.4,0.458,0.7,1.0,0.676,0.683,0.2,0.3,0.667,0.3,1.2,1.5,0.4,0.1,0.1,0.4,0.8,3.5,0.10294117647058823,0.3977272727272727
Larry Nance Jr.,33.0,CLE,PF,19.0,2.0,14.3,1.4,3.9,0.365,0.6,2.1,0.308,0.8,1.8,0.429,0.446,0.1,0.2,0.333,0.8,1.8,2.7,1.1,0.6,0.2,0.5,2.3,3.5,0.18421052631578946,0.24475524475524474
Kelly Olynyk,34.0,SAS,C,28.0,0.0,9.5,1.2,2.6,0.472,0.3,1.4,0.237,0.9,1.2,0.735,0.535,0.7,1.1,0.667,0.6,1.3,1.9,1.3,0.5,0.0,0.6,1.2,3.5,0.125,0.3684210526315789
Doug McDermott,34.0,SAC,SF,7.0,0.0,10.0,1.1,3.3,0.348,1.1,3.3,0.348,0.0,0.0,0.0,0.522,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.0,0.1,0.4,0.7,3.4,0.4857142857142857,0.33999999999999997
Drew Timme,25.0,LAL,PF,11.0,0.0,8.4,1.5,2.5,0.593,0.5,0.9,0.5,1.0,1.5,0.647,0.685,0.0,0.1,0.0,0.5,1.0,1.5,1.0,0.5,0.0,0.3,0.7,3.4,0.3090909090909091,0.4047619047619047
Jamir Watkins,24.0,WAS,SG,19.0,2.0,14.5,1.2,2.5,0.458,0.4,1.5,0.25,0.8,1.1,0.75,0.531,0.7,0.9,0.778,0.7,2.4,3.1,0.6,0.7,0.4,0.4,2.4,3.4,0.17894736842105263,0.23448275862068965
Chaz Lanier,24.0,DET,SG,16.0,0.0,9.6,1.1,3.0,0.354,0.9,2.6,0.341,0.2,0.4,0.429,0.5,0.3,0.3,1.0,0.4,0.6,0.9,0.8,0.3,0.0,0.1,0.3,3.3,0.20625,0.34375
James Wiseman,24.0,IND,C,4.0,1.0,14.5,1.5,2.5,0.6,0.0,0.0,0.0,1.5,2.5,0.6,0.6,0.3,0.5,0.5,1.3,0.8,2.0,0.8,0.0,0.3,1.3,2.5,3.3,0.825,0.2275862068965517
Devin Carter,23.0,SAC,PG,12.0,0.0,8.4,1.1,3.2,0.342,0.4,1.7,0.25,0.7,1.5,0.444,0.408,0.6,0.6,1.0,0.4,0.8,1.2,1.1,0.5,0.2,0.7,0.8,3.2,0.26666666666666666,0.38095238095238093
Dorian Finney-Smith,32.0,HOU,PF,13.0,0.0,15.5,1.1,3.4,0.318,0.8,2.7,0.286,0.3,0.7,0.444,0.432,0.2,0.2,1.0,1.0,1.7,2.7,0.5,0.2,0.2,0.5,1.7,3.2,0.24615384615384617,0.2064516129032258
Myron Gardner,24.0,MIA,SF,18.0,0.0,7.1,1.2,2.6,0.457,0.6,1.5,0.37,0.6,1.1,0.579,0.565,0.3,0.5,0.667,0.8,1.2,1.9,0.8,0.4,0.2,0.1,1.4,3.2,0.17777777777777778,0.45070422535211274
Miles Kelly,23.0,DAL,PG,9.0,0.0,8.6,1.2,3.1,0.393,0.8,2.4,0.318,0.4,0.7,0.667,0.518,0.0,0.0,0.0,0.4,0.9,1.3,0.6,0.2,0.0,0.3,0.9,3.2,0.35555555555555557,0.372093023255814
Dwight Powell,34.0,DAL,C,32.0,7.0,14.9,1.0,1.5,0.653,0.0,0.0,0.0,1.0,1.5,0.653,0.653,1.2,1.8,0.655,1.3,2.5,3.9,1.0,0.6,0.4,0.5,2.0,3.2,0.1,0.21476510067114093
Nick Richards,28.0,PHO,C,28.0,2.0,9.1,1.3,2.5,0.493,0.0,0.0,0.0,1.3,2.5,0.493,0.493,0.7,1.0,0.679,1.3,2.0,3.3,0.3,0.1,0.5,0.9,1.4,3.2,0.1142857142857143,0.3516483516483517
Tyus Jones,29.0,ORL,PG,43.0,8.0,16.1,1.2,3.5,0.336,0.6,2.3,0.278,0.5,1.2,0.442,0.426,0.1,0.1,1.0,0.2,0.9,1.1,2.3,0.7,0.1,0.3,0.6,3.1,0.07209302325581396,0.19254658385093165
Mark Sears,23.0,MIL,PG,7.0,0.0,3.7,0.9,1.9,0.462,0.6,1.1,0.5,0.3,0.7,0.4,0.615,0.9,1.1,0.75,0.1,0.1,0.3,0.3,0.0,0.0,0.6,0.6,3.1,0.4428571428571429,0.8378378378378378
Dalen Terry,23.0,CHI,SG,28.0,0.0,10.1,1.2,2.8,0.436,0.5,1.2,0.382,0.8,1.6,0.477,0.519,0.2,0.4,0.545,0.5,1.2,1.7,1.1,0.6,0.3,0.6,1.0,3.1,0.11071428571428572,0.3069306930693069
Joan Beringer,19.0,MIN,PF,19.0,0.0,6.7,1.4,2.0,0.711,0.0,0.0,0.0,1.4,2.0,0.711,0.711,0.2,0.2,0.75,0.9,1.1,2.1,0.3,0.2,0.4,0.3,1.0,3.0,0.15789473684210525,0.44776119402985076
Kobe Bufkin,22.0,LAL,SG,4.0,0.0,11.3,1.0,2.8,0.364,0.5,1.8,0.286,0.5,1.0,0.5,0.455,0.5,0.5,1.0,0.3,1.0,1.3,0.5,0.3,0.8,0.3,0.8,3.0,0.75,0.2654867256637168
Pat Connaughton,33.0,CHO,SG,21.0,0.0,7.0,1.0,2.1,0.489,0.5,1.3,0.407,0.5,0.9,0.611,0.611,0.4,0.6,0.615,0.2,1.1,1.3,0.6,0.2,0.0,0.1,0.2,3.0,0.14285714285714285,0.42857142857142855
Keshad Johnson,24.0,MIA,SF,19.0,0.0,7.6,1.1,2.7,0.385,0.3,1.1,0.286,0.7,1.6,0.452,0.442,0.6,0.8,0.733,0.7,1.2,1.8,0.1,0.3,0.2,0.4,0.8,3.0,0.15789473684210525,0.39473684210526316
Chris Livingston,22.0,CLE,SF,3.0,0.0,5.7,1.3,2.3,0.571,0.0,1.0,0.0,1.3,1.3,1.0,0.571,0.3,0.3,1.0,0.0,1.0,1.0,0.3,0.3,0.0,0.0,1.3,3.0,1.0,0.5263157894736842
Alijah Martin,24.0,TOR,SG,10.0,0.0,8.8,0.9,2.6,0.346,0.2,1.1,0.182,0.7,1.5,0.467,0.385,1.0,1.2,0.833,0.6,0.6,1.2,0.8,0.5,0.3,0.3,0.9,3.0,0.3,0.3409090909090909
Emanuel Miller,25.0,CHI,PF,5.0,0.0,6.6,1.2,2.6,0.462,0.4,1.2,0.333,0.8,1.4,0.571,0.538,0.2,0.4,0.5,0.2,0.4,0.6,0.8,0.4,0.0,0.0,0.4,3.0,0.6,0.4545454545454546
Riley Minix,25.0,SAS,SF,3.0,0.0,2.7,1.3,2.0,0.667,0.3,1.0,0.333,1.0,1.0,1.0,0.75,0.0,0.0,0.0,0.3,0.3,0.7,0.3,0.3,0.0,0.0,0.3,3.0,1.0,1.111111111111111
Monte Morris,30.0,IND,PG,6.0,0.0,10.8,1.2,3.3,0.35,0.3,1.3,0.25,0.8,2.0,0.417,0.4,0.3,0.7,0.5,0.2,1.0,1.2,1.5,0.2,0.2,0.3,0.5,3.0,0.5,0.27777777777777773
Antonio Reeves,25.0,CHO,SG,7.0,0.0,8.0,1.1,2.3,0.5,0.7,1.4,0.5,0.4,0.9,0.5,0.656,0.0,0.0,0.0,0.1,0.6,0.7,0.3,0.1,0.0,0.0,0.4,3.0,0.42857142857142855,0.375
Baylor Scheierman,25.0,BOS,SG,40.0,3.0,12.7,1.1,2.4,0.457,0.8,1.8,0.417,0.3,0.6,0.591,0.617,0.1,0.1,0.8,0.3,1.6,2.0,0.8,0.6,0.1,0.4,1.4,3.0,0.075,0.2362204724409449
Kobe Brown,26.0,LAC,PF,28.0,0.0,9.4,0.9,2.6,0.361,0.4,1.5,0.233,0.6,1.0,0.552,0.431,0.6,0.8,0.818,0.6,1.1,1.8,0.9,0.3,0.1,0.4,0.5,2.9,0.10357142857142856,0.30851063829787234
David Jones García,24.0,SAS,SF,11.0,0.0,6.2,1.2,2.3,0.52,0.3,0.5,0.6,0.9,1.8,0.5,0.58,0.3,0.5,0.5,0.4,0.8,1.2,1.6,0.5,0.1,0.5,0.5,2.9,0.2636363636363636,0.46774193548387094
John Konchar,29.0,MEM,SG,27.0,1.0,13.6,1.1,2.3,0.492,0.4,1.2,0.303,0.7,1.0,0.714,0.574,0.3,0.5,0.615,0.6,2.4,2.9,1.3,1.0,0.4,0.4,1.0,2.9,0.10740740740740741,0.21323529411764705
Pete Nance,25.0,MIL,PF,14.0,0.0,7.4,1.1,2.1,0.552,0.6,1.3,0.5,0.5,0.8,0.636,0.707,0.0,0.0,0.0,0.4,0.9,1.3,0.4,0.4,0.2,0.4,0.3,2.9,0.20714285714285713,0.3918918918918919
